ccm4_0_12_ctrl_domain,ccm4_0_12_ctrl_title,ccm4_0_12_ctrl_id,ccm4_0_12_ctrl_specification,ccm4_0_12_ctrl_maps2_aicpa_2017_ctrls,ccm4_0_12_ctrl_maps2_aicpa_2017_gap_level,ccm4_0_12_ctrl_maps2_aicpa_2017_addendum,ccm4_0_12_ctrl_maps2_ccmv3_0_1_ctrls,ccm4_0_12_ctrl_maps2_ccmv3_0_1_gap_level,ccm4_0_12_ctrl_maps2_ccmv3_0_1_addendum,ccm4_0_12_ctrl_maps2_cis_v8_ctrls,ccm4_0_12_ctrl_maps2_cis_v8_gap_level,ccm4_0_12_ctrl_maps2_cis_v8_addendum,ccm4_0_12_ctrl_maps2_isf_sogp_2022_ctrls,ccm4_0_12_ctrl_maps2_isf_sogp_2022_gap_level,ccm4_0_12_ctrl_maps2_isf_sogp_2022_addendum,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_270xx_pre_2022_addendum,ccm4_0_12_ctrl_maps2_iso_2700x_2022_ctrls,ccm4_0_12_ctrl_maps2_iso_2700x_2022_gap_level,ccm4_0_12_ctrl_maps2_iso_2700x_2022_addendum,ccm4_0_12_ctrl_maps2_nist_800_53r5_ctrls,ccm4_0_12_ctrl_maps2_nist_800_53r5_gap_level,ccm4_0_12_ctrl_maps2_nist_800_53r5_addendum,ccm4_0_12_ctrl_maps2_nist_csf_1_1_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_1_1_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_1_1_addendum,ccm4_0_12_ctrl_maps2_nist_csf_2_0_ctrls,ccm4_0_12_ctrl_maps2_nist_csf_2_0_gap_level,ccm4_0_12_ctrl_maps2_nist_csf_2_0_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v3_2_1_addendum,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_ctrls,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_gap_level,ccm4_0_12_ctrl_maps2_pci_dss_v4_0_addendum
"Supply Chain Management, Transparency, and Accountability",Supply Chain Risk Management,STA-08,"CSPs periodically review risk factors associated with all organizations
within their supply chain.
",CC9.2,No Gap,N/A,"STA-06
STA-08",No Gap,N/A,15.3,No Gap,N/A,"SC1.1
SC1.4",Partial Gap,"Missing specification(s) in SOGP: 
'review risk factors'.","27001: 6.1.1
27001: 6.1.2
27001: 6.1.3
27001: 6.2
27001: 8.1
27001: A.15.1.2
27001: A.15.1.3",Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).","27001: 6.1.1
27001: 6.1.2
27001: 6.1.3
27001: 6.2
27001: 8.1
27001: A.5.20
27001: A.5.21
27001: A.5.23
27002: 5.21 (f)",No Gap,N/A,"SR-2
SR-2(1)
SR-4
SR-5
SR-5(1)
SR-5(2)
SR-6",No Gap,N/A,"ID.SC-2
ID.SC-3
ID.SC-4",No Gap,N/A,"GV.SC-01
GV.SC-03
GV.SC-05
GV.SC-06
GV.SC-07
GV.OC-02
GV.RM-05
ID.RA-10",No Gap,N/A,"12.2b
12.8.3",No Gap,N/A,"12.8.3
12.8.4",Partial Gap,"Missing specification(s) in PCI DSS:
'review risk factors...within their supply chain'."
"Supply Chain Management, Transparency, and Accountability",Primary Service and Contractual Agreement,STA-09,"Service agreements between CSPs and CSCs (tenants) must incorporate at least the following mutually-agreed upon provisions and/or terms:
• Scope, characteristics and location of business relationship and services offered
• Information security requirements (including SSRM)
• Change management process
• Logging and monitoring capability
• Incident management and communication procedures
• Right to audit and third party assessment
• Service termination
• Interoperability and portability requirements
• Data privacy
",CC9.2,Partial Gap,"Missing specification(s) in TSC 2017:
• Scope, characteristics and location of business relationship and
  services offered
• Information security requirements (including SSRM)
• Change management process
• Logging and monitoring capability
• Incident management and communication procedures
• Right to audit and third party assessment
• Service termination
• Interoperability and portability requirements
• Data privacy.",STA-05,Partial Gap,"Missing specification(s) in CCMv3.0.1:
'Logging and monitoring capability'
'Data Privacy'",15.4,Partial Gap,"Missing specification(s) in CISv8:
• Scope, characteristics and location of business relationship and
  services offered
• SSRM requirements
• Change management process
• Logging and monitoring capability
• Right to audit and third party assessment
• Service termination
• Interoperability and portability requirements","SC1.3
SY2.1",Partial Gap,"Missing specification(s) in SOGP: 
'Logging and monitoring capability, Interoperability and portability requirements'.","27001: 8.1
27001: A.15.1.2
27001: A.15.1.3",Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).","27001: A.5.19
27001: A.5.20
27002: 5.19 (m4)
27002: 5.20 (a-d,u,e,j,o,p,x,y,z)",Partial Gap,"Missing specification(s) in ISOs:
'interoperability requirements' (In SLAs).","SA-4
SA-4(1)
SA-4(2)
SA-4(5)
SA-4(9)
SA-4(10)
SR-8",Partial Gap,"Missing specification(s) in NIST 800-53:
'Information security requirements (including SSRM)'",ID.SC-3,Partial Gap,"Missing specification(s) in the CSF: 
'(itemized specific subjects in bullets to be covered in contractual agreement should be used to close the gap)'.",GV.SC-05,Partial Gap,"Missing specification(s) in the CSF: 
'(itemized specific subjects in bullets to be covered in contractual agreement should be used to close the gap)'.","12.8
12.8.2
12.9",No Gap,N/A,"12.8.2
12.9.1
12.9.2",Partial Gap,"Recommend that the full CCM control specification is to be used to close the gap.
The mapped PCI DSS control cover in part the high specificity of the CCM control
objective."
"Supply Chain Management, Transparency, and Accountability",Supply Chain Agreement Review,STA-10,"Review supply chain agreements between CSPs and CSCs at least annually.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,STA-07,No Gap,N/A,15.4,No Gap,N/A,SC1.3,No Gap,N/A,"27001: A.15.1
27001: A.15.2",Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).",27001: A.5.20,Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","PM-30
PM-30(1)
SR-2
SR-6",No Gap,N/A,"ID.SC-3
ID.SC-4",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,GV.SC-07,Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"12.8.2
12.8.
12.8.4",No Gap,N/A,"12.8.2
12.8.4",No Gap,N/A
"Supply Chain Management, Transparency, and Accountability",Internal Compliance Testing,STA-11,"Define and implement a process for conducting internal assessments
to confirm conformance and effectiveness of standards, policies, procedures,
and service level agreement activities at least annually.
",No Mapping,Full Gap,The full V4 control specification is missing from TSC 2017 and has to be used to close the gap.,STA-04,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from CISv8.0 and has to be used to close the gap.,"SC1.1
SC1.4
SC2.1",No Gap,N/A,27001: A.15.2,Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).",27001: A.5.22,Partial Gap,"Missing specification(s) in ISOs:
'at least annually'.","PM-30
PM-30(1)
SR-6
SR-6(1)",No Gap,N/A,No Mapping,Full Gap,The full CCM control specification is missing from the CSF and has to be used to close the gap.,"GV.SC-03
GV.SC-06
GV.SC-07
GV.SC-09
ID.IM-01",Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"12.1.1
12.2
12.4
12.4.1
12.8
12.9
12.11",No Gap,N/A,No Mapping,Full Gap,The full CCM control specification is missing from the PCI DSS and has to be used to close the gap.
"Supply Chain Management, Transparency, and Accountability",Supply Chain Service Agreement Compliance,STA-12,"Implement policies requiring all CSPs throughout the supply chain
to comply with information security, confidentiality, access control, privacy,
audit, personnel policy and service level requirements and standards.
",CC9.2,No Gap,N/A,"STA-01
STA-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
'to comply with privacy, personnel policy.'",15.5,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that is, covering in part the V4 control: 
(15.5) 'Assess Service Providers'","SC1.1
SC1.3
SC1.4
SC2.1",No Gap,N/A,"27001: 5.2
27001: A.5.1
27001: A.7.2.1
27001: A.15.1.2
27001: A.15.1.3",Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).","27001: 5.2
27001: A.5.19
27001: A.5.20
27001: A.5.21
27001: A.5.22",No Gap,N/A,"SA-9
SA-9(5)
SR-6",No Gap,N/A,ID.SC-3,Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"GV.SC-02
GV.SC-03
GV.SC-05
GV.SC-07
GV.SC-09",Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"12.1
12.3
12.4
12.4.1",No Gap,N/A,"12.8.3
12.8.4",No Gap,N/A
"Supply Chain Management, Transparency, and Accountability",Supply Chain Governance Review,STA-13,"Periodically review the organization's supply chain partners' IT
governance policies and procedures.
",CC3.2,No Gap,N/A,STA-06,No Gap,N/A,15.5,No Gap,N/A,SC1.4,No Gap,N/A,"27001: 8.1
27001: 9.2
27001: 9.3
27001: A.15.1.2
27001: A.15.1.3",Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).","27001: 8.1
27001: 9.2
27001: 9.3
27001: A.5.19
27001: A.5.21
27001: A.5.22
27002: 5.19 (g)
27002: 5.21 (f)",No Gap,N/A,"SA-9
SA-9(1)-(8)
SR-2
SR-2(1)",No Gap,N/A,ID.SC-4,No Gap,N/A,"GV.SC-05
GV.SC-07
GV.OC-02
GV.OC-03
ID.IM-01",No Gap,N/A,"12.1.1
12.2
12.8.3
12.8.4
12.8.5",No Gap,N/A,"12.8.3
12.8.4",No Gap,N/A
"Supply Chain Management, Transparency, and Accountability",Supply Chain Data Security Assessment,STA-14,"Define and implement a process for conducting security assessments
periodically for all organizations within the supply chain.
",CC3.2,No Gap,N/A,STA-08,No Gap,N/A,15.6,No Gap,N/A,SC1.4,No Gap,N/A,"27001: 6.1.1
27001: 6.1.2
27001: 8.1
27001: 8.2
27001: A.15.1.2
27001: A.15.1.3",Partial Gap,"Missing specification(s) in ISOs:
Requirement of a Shared Security Responsibility Model (SSRM).","27001: 6.1.1
27001: 6.1.2
27001: 8.1
27001: 8.2
27001: A.5.19
27001: A.5.20
27001: A.5.21
27001: A.5.23
27002: 5.19 (g)
27002: 5.20 (q)
27002: 5.21 (f)
27002: 5.23 (f,i)",No Gap,N/A,"SA-9
SA-9(2)
SR-4
SR-4(3)
SR-6
SR-6(1)
SR-7
SR-9
SR-9(1)
SR-11
SR-11(1)
SR-11(3)
PM-23
PM-30",No Gap,N/A,ID.SC-4,No Gap,N/A,"GV.SC-07
ID.IM-02",No Gap,N/A,12.8.4,No Gap,N/A,12.8.4,No Gap,N/A
Threat & Vulnerability Management,Threat and Vulnerability Management Policy and Procedures,TVM-01,"Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures to identify, report and prioritize the remediation of
vulnerabilities, in order to protect systems against vulnerability exploitation.
Review and update the policies and procedures at least annually.
","CC3.2
CC5.3
CC6.6
CC7.1
CC7.4",No Gap,N/A,"TVM-02
GRM-06
GRM-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
Requirement of 'at least annually' in last sentence.",7.1,No Gap,N/A,"TM1.1
SC2.2",Partial Gap,"Missing specification(s) in SOGP: 
'review and update the policies and procedures at least annually'.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5
27002: 5",No Gap,N/A,"27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5.1
27001: A.5.4
27001: A.5.37
27002: 5.1 (k)",Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","PM-16
PM-16(1)
PM-31
RA-5
SA-11
SA-11(2)
SA-11(5)
SA-15
SA-15(5)
SA-15(8)",No Gap,N/A,"ID.GV-1
PR.IP-12",Partial Gap,"Missing specification(s) in the CSF: 
'Document, approve, apply, evaluate and maintain policies and procedures'.
'policies and procedures to identify, report and prioritize the remediation of vulnerabilities'.
'Review and update the policies and procedures at least annually'.","GV.PO-01
GV.PO-02
ID.IM-03
ID.RA-01
ID.RA-05
ID.RA-06",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, and maintain policies and procedures'
'policies and procedures to identify, report and prioritize the remediation of vulnerabilities'
'at least annually'.","5.2.a
5.4
6.1
6.1.a
6.7
12.1
12.1.1
12.3.1
12.5.1
12.11",No Gap,N/A,"12.1.1
12.1.2
6.1.1
6.3.1
6.3.2
6.3.3
11.3.1
11.3.2",No Gap,N/A
Threat & Vulnerability Management,Malware Protection Policy and Procedures,TVM-02,"Establish, document, approve, communicate, apply, evaluate and maintain
policies and procedures to protect against malware on managed assets. Review
and update the policies and procedures at least annually.
","CC5.3
CC6.8",No Gap,N/A,"TVM-01
GRM-06
GRM-09",Partial Gap,"Missing specification(s) in CCMv3.0.1:
Requirement of 'at least annually' in last sentence.","9.7
10.1",Partial Gap,"Missing specification(s) in CISv8:
'Review and update the policies and procedures at least annually.'","TS1.2
TS1.3",Partial Gap,"Missing specification(s) in SOGP: 
'review and update the policies and procedures at least annually'.","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5
27002: 5
27001: A.12.2.1
27001: A.6.2.1
27002: 6.2.1 (h)
27001: A.6.2.2
27002: 6.2.2 (j)
27001: A.7.2.2
27002: 7.2.2 (d)
27001: A.10.1.1
27002: 10.1.1 (g)
27001: A.13.2.1
27002: 13.2.1 (b)
27001: A.15.1.2
27017: 15.1.2
27001: A.12.2.1
27002: 12.2.1 (a),(d)
27017: CLD.9.5.2",Partial Gap,"Missing specification(s) in ISOs:
Requirement of 'malware policy and procedures'","27001: 5.1
27001: 5.2
27001: 7.3
27001: 7.4
27001: 7.5
27001: 9.1
27001: 9.3
27001: A.5.1
27001: A.5.4
27001: A.5.7
27001: A.5.37
27001: A.8.7
27002: 5.7 (b)",Partial Gap,"Missing specification(s) in ISOs:
'at least annually (Review)'.","RA-3
RA-3(3)
RA-5
RA-5(3)
RA-5(5)
SI-3
SI-3(4)
SI-3(10)",No Gap,N/A,"ID.GV-1
DE.CM-4
DE.CM-5",Partial Gap,"Missing specification(s) in the CSF: 
'Document, approve, apply, evaluate and maintain policies and procedures'. 
'policies and procedures to protect against malware on managed assets'.
'Review and update the policies and procedures at least annually'.","GV.PO-01
GV.PO-02
ID.IM-03
DE.CM-01
DE.CM-09",Partial Gap,"Missing specification(s) in the CSF: 
'document, approve, and maintain policies and procedures'
'policies and procedures to to protect against malware on managed assets'
'at least annually'.","5.4
12.1
12.1.1
12.3.1
12.5.1
12.11",No Gap,N/A,"12.1.1
12.1.2
5.1.1
5.3.2.1",No Gap,N/A
Threat & Vulnerability Management,Vulnerability Remediation Schedule,TVM-03,"Define, implement and evaluate processes, procedures and technical
measures to enable both scheduled and emergency responses to vulnerability identifications,
based on the identified risk.
","CC5.3
CC7.1
CC7.4",Partial Gap,"Missing specification(s) in TSC 2017:
'responses to vulnerability identifications, based on the identified
risk'.",TVM-02,No Gap,N/A,"7.2
7.7
17.9",No Gap,N/A,"TM1.1
TM2.3",No Gap,N/A,"27001: 6.1.3
27001: A.12.2.1
27001: A.12.6.1
27002: 12.6.1(c)(d)(j)
27018: 12.6.1(k)(i)",No Gap,N/A,"27001: 6.1.3
27001: A.8.7
27001: A.8.8
27001: A.8.32
27002: 8.7
27002: 8.8
27002: 8.32",No Gap,N/A,"PM-31
RA-3
RA-3(1)
RA-5
RA-5(2)-(4)
RA-5(6)
SI-3
SI-3(10)",No Gap,N/A,"RS.AN-5
PR.IP-12",Partial Gap,"Missing specification(s) in the CSF: 
'scheduled and emergency responses to vulnerability identifications, based on the identified risk (gap due to reference of risk-based remediation scheduling)'.","ID.RA-01
ID.RA-06
ID.RA-08
PR.PS-02
PR.PS-03",Partial Gap,"Missing specification(s) in the CSF: 
'scheduled and emergency responses to vulnerability identifications, based on the identified risk' (gap due to reference of risk-based remediation scheduling).","6.1
6.1.a
6.1.b",No Gap,N/A,"6.1.1
6.3.1
6.3.2
6.3.3
12.10.1",No Gap,N/A
Threat & Vulnerability Management,Detection Updates,TVM-04,"Define, implement and evaluate processes, procedures and technical
measures to update detection tools, threat signatures, and indicators of compromise
on a weekly, or more frequent basis.
",CC7.2,Partial Gap,"Missing specification(s) in TSC 2017:
'on a weekly. or more frequent basis'.",No mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,10.2,No Gap,N/A,"TS1.3
TS1.4
TM1.3
TM1.4
IM1.5",No Gap,N/A,"27001: 6.1.3
27001: A.5.1.1
27002: 5.1.1 (h)
27001: A.12.6.1
27002: 12.6.1 (b),(c)",Partial Gap,"Missing specification(s) in ISOs:
Requirement of 'detection tools and or a specific time frame for updates as well as no mention of IOC's'","27001: 6.1.3
27001: A.5.1
27001: A.8.8
27001: A.8.15
27001: A.8.16
27002: 5.1
27002: 5.37
27002: 8.8
27002: 8.15 (d)
27002: 8.16 (d,e)
27002: 8.31 2nd (a)",Partial Gap,"Missing specification(s) in ISOs:
'on a weekly, or more frequent basis'.","CM-7
CM-7(4)
RA-3
RA-3(3)
RA-5(2)
SA-10
SA-10(5)
SA-11
SA-11(2)
SI-2
SI-2(4)
SI-3
SI-3(4)
SI-4
SI-4(9)
SI-4(24)
SI-8
SI-8(2)
SI-8(3)",No Gap,N/A,"DE.DP-5
PR.IP-12",Partial Gap,"Missing specification(s) in the CSF: 
'on a weekly, or more frequent basis'.","PR.PS-02
ID.RA-02",Partial Gap,"Missing specification(s) in the CSF: 
'on a weekly, or more frequent basis'.","5.2
5.2a
5.2b
5.2c",Partial Gap,"Missing specification(s) in PCI DSS:
'and indicators of compromise on a weekly, or more frequent basis'.",5.3.1,Partial Gap,"Missing specification(s) in PCI DSS:
'indicators of compromise'."
Threat & Vulnerability Management,External Library Vulnerabilities,TVM-05,"Define, implement and evaluate processes, procedures and technical
measures to identify updates for applications which use third party or open
source libraries according to the organization's vulnerability management policy.
",CC3.2,Partial Gap,"Missing specification(s) in TSC 2017:
""third party or open source libraries"" and ""according to the
organization's vulnerability management policy"".",No mapping,Full Gap,The full V4 control specification is missing from CCMv3.0.1 and has to be used to close the gap.,2.6,Partial Gap,"Missing specification(s) in CISv8:
'Define, implement and evaluate processes, procedures and technical
measures to identify updates'","TM1.1
SD2.3",No Gap,N/A,"27001: 6.1.3
27001: A.12.6.2
27002: 12.6.2",Partial Gap,"Missing specification(s) in ISOs:
Requirement of 'for applications which use...open source libraries according to the organization's vulnerability management standard.'","27001: 6.1.3
27001: A 5.6
27001: A.8.19
27001: A.8.8
27001: A.8.28
27001: A.8.31
27002: 5.6 (c)
27001: 8.19
27001: 8.8
27001: 8.28
27001: 8.31",No Gap,N/A,"RA-5
RA-5(3)
SA-11
SA-11(2)
SA-11(5)",No Gap,N/A,"DE.DP-5
PR.IP-12",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"ID.RA-01
ID.RA-03
PR.PS-02",Partial Gap,Recommend that NIST CSF 2.0 use the full CCM control specification to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"6.1
6.2
6.3.2",Partial Gap,"Missing specification(s) in PCI DSS:
'identify updates for applications which use third party or open source libraries'.","6.3.1
6.3.2
6.3.3",No Gap,N/A
Threat & Vulnerability Management,Penetration Testing,TVM-06,"Define, implement and evaluate processes, procedures and technical
measures for the periodic performance of penetration testing by independent
third parties.
","CC4.1
CC7.1",Partial Gap,"Recommend the full V4 control specification to be used to close the gap.
Portion in the mapped control(s) contributing to the partial gap, that
is, covering in part the V4 control:
(CC4.1) 'Considers Different Types of Ongoing and Separate Evaluations'
- 'including penetration testing'
(CC 7.1) 'Conducts Vulnerability Scans' - 'The entity conducts
vulnerability scans designed to identify potential vulnerabilities'.",TVM-02,Partial Gap,"Recommend the full V4 control specification to be used to close the gap.

Portion in the mapped control(s) contributing to the partial gap, that is, covering in part the V4 control: (TVM-02) 'supporting processes and technical measures implemented, for timely detection of vulnerabilities within organizationally-owned or managed applications, infrastructure network and system components (e.g., penetration testing)'","18.1
18.2",No Gap,N/A,AS1.2,No Gap,N/A,No Mapping,Full Gap,The full V4 control specification is missing from the ISOs and has to be used to close the gap.,"27001: A.8.8
27001: A.8.16
27001:A. 8.25
27001: A.8.29
27002: 8.8 (e)
27002: 8.16 3rd (d)
27002: 8.25 (e)
27002: 8.29 3rd (c)",No Gap,N/A,"CA-8
CA-8(1)-(3)
SA-11
SA-11(5)",No Gap,N/A,"ID.RA-1
ID.RA-3",Partial Gap,Recommend that the full CCM control specification is to be used to close the gap. The mapped CSF controls cover in part the high specificity of the CCM control objective.,"ID.RA-01
ID.IM-02",Partial Gap,"Missing specification(s) in the CSF: 
'penetration testing by independent third parties'.","11.3
11.3.1
11.3.2
11.3.3
11.3.4",No Gap,N/A,"11.4.1
11.4.2
11.4.3
11.4.4
11.4.5
11.4.6
11.4.7",No Gap,N/A
Threat & Vulnerability Management,Vulnerability Identification,TVM-07,"Define, implement and evaluate processes, procedures and technical
measures for the detection of vulnerabilities on organizationally managed assets
at least monthly.
",CC7.1,Partial Gap,"Missing specification(s) in TSC 2017:
'at least monthly'.",TVM-02,Partial Gap,"Missing specification(s) in CCMv3.0.1:
Requirement of 'at least monthly'.","7.1
7.5
7.6",No Gap,N/A,TM1.1,No Gap,N/A,"27001: A.12.6
27001: A.12.6.1
27002: 12.6.1",No Gap,N/A,"27001: A.8.8
27002: 8.8",No Gap,N/A,"RA-5
RA-5(4)
RA-5(5)
SA-11
SA-11(5)
SA-15(5)
SC-7
SC-7(10)
SI-3(8)
SI-3(10)
SI-7
SI-7(9)",No Gap,N/A,"ID.RA-1
DE.CM-8
PR.IP-12",Partial Gap,"Missing specification(s) in the CSF: 
'at least monthly'.",ID.RA-01,Partial Gap,"Missing specification(s) in the CSF: 
'at least monthly'.","6.1
11.2
11.2.1",Partial Gap,"Missing specification(s) in PCI DSS:
'organizationally managed assets at least monthly'.","6.3.1
6.3.2
6.3.3
11.3.2
11.3.2.1",Partial Gap,"Missing specification(s) in PCI DSS:
'at least monthly'."
